,ANO,UF,CARGO,SIGLA,TOTAL,MULHERES,PARDOS,BRANCOS,PRETOS,AMARELOS,INDÍGENAS,MULHERES PARDAS,MULHERES BRANCAS,MULHERES PRETAS,MULHERES AMARELAS,MULHERES INDÍGENAS,%MULHERES,%PARDOS,%MULHERES ENTRE PARDOS,%BRANCOS,%MULHERES ENTRE BRANCOS,%PRETOS,%MULHERES ENTRE PRETOS,%AMARELOS,%MULHERES ENTRE AMARELOS,%INDÍGENAS,%MULHERES ENTRE INDÍGENAS
511,2014,ES,DEPUTADO FEDERAL,SD,4,1,1,3,0,0,0,0,1,0,0,0,0.25,0.25,0.0,0.75,0.3333333333333333,0.0,,0.0,,0.0,
512,2014,ES,DEPUTADO FEDERAL,PT do B,4,0,1,2,1,0,0,0,0,0,0,0,0.0,0.25,0.0,0.5,0.0,0.25,0.0,0.0,,0.0,
513,2014,ES,DEPUTADO FEDERAL,PSC,3,1,2,1,0,0,0,1,0,0,0,0,0.3333333333333333,0.6666666666666666,0.5,0.3333333333333333,0.0,0.0,,0.0,,0.0,
514,2014,ES,DEPUTADO FEDERAL,PTB,4,1,1,3,0,0,0,0,1,0,0,0,0.25,0.25,0.0,0.75,0.3333333333333333,0.0,,0.0,,0.0,
515,2014,ES,DEPUTADO FEDERAL,PTN,1,1,0,1,0,0,0,0,1,0,0,0,1.0,0.0,,1.0,1.0,0.0,,0.0,,0.0,
516,2014,ES,DEPUTADO FEDERAL,PPL,1,1,1,0,0,0,0,1,0,0,0,0,1.0,1.0,1.0,0.0,,0.0,,0.0,,0.0,
517,2014,ES,DEPUTADO FEDERAL,PCO,1,0,1,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,,0.0,,0.0,,0.0,
518,2014,ES,SENADOR,PT,1,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,,1.0,0.0,0.0,,0.0,,0.0,
519,2014,ES,SENADOR,PV,1,0,1,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,,0.0,,0.0,,0.0,
520,2014,ES,SENADOR,PMDB,1,1,0,1,0,0,0,0,1,0,0,0,1.0,0.0,,1.0,1.0,0.0,,0.0,,0.0,
521,2014,ES,SENADOR,PSOL,1,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,,0.0,,1.0,0.0,0.0,,0.0,
522,2014,ES,SENADOR,PSTU,1,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,,1.0,0.0,0.0,,0.0,,0.0,
523,2014,ES,SENADOR,PR,1,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,,1.0,0.0,0.0,,0.0,,0.0,
524,2014,GO,DEPUTADO ESTADUAL,PSOL,20,6,9,7,4,0,0,3,2,1,0,0,0.3,0.45,0.3333333333333333,0.35,0.2857142857142857,0.2,0.25,0.0,,0.0,
525,2014,GO,DEPUTADO ESTADUAL,PRB,33,11,22,11,0,0,0,3,8,0,0,0,0.3333333333333333,0.6666666666666666,0.13636363636363635,0.3333333333333333,0.7272727272727273,0.0,,0.0,,0.0,
526,2014,GO,DEPUTADO ESTADUAL,PRTB,51,22,29,22,0,0,0,16,6,0,0,0,0.43137254901960786,0.5686274509803921,0.5517241379310345,0.43137254901960786,0.2727272727272727,0.0,,0.0,,0.0,
527,2014,GO,DEPUTADO ESTADUAL,PMN,34,13,25,7,2,0,0,9,3,1,0,0,0.38235294117647056,0.7352941176470589,0.36,0.20588235294117646,0.42857142857142855,0.058823529411764705,0.5,0.0,,0.0,
528,2014,GO,DEPUTADO ESTADUAL,PSDB,32,10,2,29,1,0,0,0,9,1,0,0,0.3125,0.0625,0.0,0.90625,0.3103448275862069,0.03125,1.0,0.0,,0.0,
529,2014,GO,DEPUTADO ESTADUAL,PHS,54,16,6,48,0,0,0,2,14,0,0,0,0.2962962962962963,0.1111111111111111,0.3333333333333333,0.8888888888888888,0.2916666666666667,0.0,,0.0,,0.0,
530,2014,GO,DEPUTADO ESTADUAL,PSDC,18,9,4,12,2,0,0,3,4,2,0,0,0.5,0.2222222222222222,0.75,0.6666666666666666,0.3333333333333333,0.1111111111111111,1.0,0.0,,0.0,
531,2014,GO,DEPUTADO ESTADUAL,PSL,72,22,25,41,6,0,0,8,13,1,0,0,0.3055555555555556,0.3472222222222222,0.32,0.5694444444444444,0.3170731707317073,0.08333333333333333,0.16666666666666666,0.0,,0.0,
532,2014,GO,DEPUTADO ESTADUAL,PT,60,19,22,31,6,0,1,7,9,2,0,1,0.31666666666666665,0.36666666666666664,0.3181818181818182,0.5166666666666667,0.2903225806451613,0.1,0.3333333333333333,0.0,,0.016666666666666666,1.0
533,2014,GO,DEPUTADO ESTADUAL,PTB,21,7,6,12,3,0,0,3,3,1,0,0,0.3333333333333333,0.2857142857142857,0.5,0.5714285714285714,0.25,0.14285714285714285,0.3333333333333333,0.0,,0.0,
534,2014,GO,DEPUTADO ESTADUAL,SD,19,1,2,16,1,0,0,0,1,0,0,0,0.05263157894736842,0.10526315789473684,0.0,0.8421052631578947,0.0625,0.05263157894736842,0.0,0.0,,0.0,
535,2014,GO,DEPUTADO ESTADUAL,PDT,31,7,12,17,2,0,0,2,4,1,0,0,0.22580645161290322,0.3870967741935484,0.16666666666666666,0.5483870967741935,0.23529411764705882,0.06451612903225806,0.5,0.0,,0.0,
536,2014,GO,DEPUTADO ESTADUAL,PSB,45,8,8,36,1,0,0,2,6,0,0,0,0.17777777777777778,0.17777777777777778,0.25,0.8,0.16666666666666666,0.022222222222222223,0.0,0.0,,0.0,
537,2014,GO,DEPUTADO ESTADUAL,PRP,7,0,3,4,0,0,0,0,0,0,0,0,0.0,0.42857142857142855,0.0,0.5714285714285714,0.0,0.0,,0.0,,0.0,
538,2014,GO,DEPUTADO ESTADUAL,PSC,41,20,13,28,0,0,0,9,11,0,0,0,0.4878048780487805,0.3170731707317073,0.6923076923076923,0.6829268292682927,0.39285714285714285,0.0,,0.0,,0.0,
539,2014,GO,DEPUTADO ESTADUAL,PMDB,59,17,13,44,2,0,0,6,10,1,0,0,0.288135593220339,0.22033898305084745,0.46153846153846156,0.7457627118644068,0.22727272727272727,0.03389830508474576,0.5,0.0,,0.0,
540,2014,GO,DEPUTADO ESTADUAL,DEM,15,5,5,9,1,0,0,2,3,0,0,0,0.3333333333333333,0.3333333333333333,0.4,0.6,0.3333333333333333,0.06666666666666667,0.0,0.0,,0.0,
541,2014,GO,DEPUTADO ESTADUAL,PSD,26,7,16,9,1,0,0,6,0,1,0,0,0.2692307692307692,0.6153846153846154,0.375,0.34615384615384615,0.0,0.038461538461538464,1.0,0.0,,0.0,
542,2014,GO,DEPUTADO ESTADUAL,PP,23,7,6,14,3,0,0,1,3,3,0,0,0.30434782608695654,0.2608695652173913,0.16666666666666666,0.6086956521739131,0.21428571428571427,0.13043478260869565,1.0,0.0,,0.0,
543,2014,GO,DEPUTADO ESTADUAL,PTN,15,4,2,11,2,0,0,1,3,0,0,0,0.26666666666666666,0.13333333333333333,0.5,0.7333333333333333,0.2727272727272727,0.13333333333333333,0.0,0.0,,0.0,
544,2014,GO,DEPUTADO ESTADUAL,PPL,17,4,10,4,3,0,0,2,2,0,0,0,0.23529411764705882,0.5882352941176471,0.2,0.23529411764705882,0.5,0.17647058823529413,0.0,0.0,,0.0,
545,2014,GO,DEPUTADO ESTADUAL,PROS,31,10,12,17,2,0,0,1,8,1,0,0,0.3225806451612903,0.3870967741935484,0.08333333333333333,0.5483870967741935,0.47058823529411764,0.06451612903225806,0.5,0.0,,0.0,
546,2014,GO,DEPUTADO ESTADUAL,PT do B,3,1,3,0,0,0,0,1,0,0,0,0,0.3333333333333333,1.0,0.3333333333333333,0.0,,0.0,,0.0,,0.0,
547,2014,GO,DEPUTADO ESTADUAL,PEN,51,15,34,11,2,3,1,9,4,1,0,1,0.29411764705882354,0.6666666666666666,0.2647058823529412,0.21568627450980393,0.36363636363636365,0.0392156862745098,0.5,0.058823529411764705,0.0,0.0196078431372549,1.0
548,2014,GO,DEPUTADO ESTADUAL,PPS,14,5,9,4,1,0,0,3,2,0,0,0,0.35714285714285715,0.6428571428571429,0.3333333333333333,0.2857142857142857,0.5,0.07142857142857142,0.0,0.0,,0.0,
549,2014,GO,DEPUTADO ESTADUAL,PC do B,24,8,16,7,1,0,0,3,4,1,0,0,0.3333333333333333,0.6666666666666666,0.1875,0.2916666666666667,0.5714285714285714,0.041666666666666664,1.0,0.0,,0.0,
550,2014,GO,DEPUTADO ESTADUAL,PV,15,1,4,8,3,0,0,1,0,0,0,0,0.06666666666666667,0.26666666666666666,0.25,0.5333333333333333,0.0,0.2,0.0,0.0,,0.0,
551,2014,GO,DEPUTADO ESTADUAL,PTC,3,0,3,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,,0.0,,0.0,,0.0,
552,2014,GO,DEPUTADO ESTADUAL,PR,10,3,2,8,0,0,0,1,2,0,0,0,0.3,0.2,0.5,0.8,0.25,0.0,,0.0,,0.0,
553,2014,GO,DEPUTADO ESTADUAL,PCB,1,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,,1.0,0.0,0.0,,0.0,,0.0,
554,2014,GO,DEPUTADO ESTADUAL,PSTU,1,1,0,1,0,0,0,0,1,0,0,0,1.0,0.0,,1.0,1.0,0.0,,0.0,,0.0,
555,2014,GO,DEPUTADO FEDERAL,PT,8,3,1,6,1,0,0,0,3,0,0,0,0.375,0.125,0.0,0.75,0.5,0.125,0.0,0.0,,0.0,
556,2014,GO,DEPUTADO FEDERAL,PSB,6,1,0,5,1,0,0,0,1,0,0,0,0.16666666666666666,0.0,,0.8333333333333334,0.2,0.16666666666666666,0.0,0.0,,0.0,
557,2014,GO,DEPUTADO FEDERAL,PRP,7,1,0,7,0,0,0,0,1,0,0,0,0.14285714285714285,0.0,,1.0,0.14285714285714285,0.0,,0.0,,0.0,
558,2014,GO,DEPUTADO FEDERAL,PSDC,9,4,3,6,0,0,0,0,4,0,0,0,0.4444444444444444,0.3333333333333333,0.0,0.6666666666666666,0.6666666666666666,0.0,,0.0,,0.0,
559,2014,GO,DEPUTADO FEDERAL,PPS,1,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,,1.0,0.0,0.0,,0.0,,0.0,
560,2014,GO,DEPUTADO FEDERAL,PMDB,14,5,4,10,0,0,0,1,4,0,0,0,0.35714285714285715,0.2857142857142857,0.25,0.7142857142857143,0.4,0.0,,0.0,,0.0,
561,2014,GO,DEPUTADO FEDERAL,PRTB,8,0,2,5,1,0,0,0,0,0,0,0,0.0,0.25,0.0,0.625,0.0,0.125,0.0,0.0,,0.0,
562,2014,GO,DEPUTADO FEDERAL,PHS,19,7,14,4,1,0,0,5,1,1,0,0,0.3684210526315789,0.7368421052631579,0.35714285714285715,0.21052631578947367,0.25,0.05263157894736842,1.0,0.0,,0.0,
563,2014,GO,DEPUTADO FEDERAL,PSOL,5,2,2,3,0,0,0,1,1,0,0,0,0.4,0.4,0.5,0.6,0.3333333333333333,0.0,,0.0,,0.0,
564,2014,GO,DEPUTADO FEDERAL,PSC,10,5,2,7,1,0,0,2,2,1,0,0,0.5,0.2,1.0,0.7,0.2857142857142857,0.1,1.0,0.0,,0.0,
565,2014,GO,DEPUTADO FEDERAL,PV,4,1,0,4,0,0,0,0,1,0,0,0,0.25,0.0,,1.0,0.25,0.0,,0.0,,0.0,
566,2014,GO,DEPUTADO FEDERAL,PSDB,18,7,3,14,1,0,0,2,4,1,0,0,0.3888888888888889,0.16666666666666666,0.6666666666666666,0.7777777777777778,0.2857142857142857,0.05555555555555555,1.0,0.0,,0.0,
567,2014,GO,DEPUTADO FEDERAL,DEM,6,2,2,4,0,0,0,1,1,0,0,0,0.3333333333333333,0.3333333333333333,0.5,0.6666666666666666,0.25,0.0,,0.0,,0.0,
568,2014,GO,DEPUTADO FEDERAL,PTB,6,1,1,5,0,0,0,0,1,0,0,0,0.16666666666666666,0.16666666666666666,0.0,0.8333333333333334,0.2,0.0,,0.0,,0.0,
569,2014,GO,DEPUTADO FEDERAL,PTC,18,4,11,5,2,0,0,2,1,1,0,0,0.2222222222222222,0.6111111111111112,0.18181818181818182,0.2777777777777778,0.2,0.1111111111111111,0.5,0.0,,0.0,
570,2014,GO,DEPUTADO FEDERAL,PP,4,1,1,3,0,0,0,0,1,0,0,0,0.25,0.25,0.0,0.75,0.3333333333333333,0.0,,0.0,,0.0,
571,2014,GO,DEPUTADO FEDERAL,PSL,9,3,6,2,1,0,0,2,1,0,0,0,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.2222222222222222,0.5,0.1111111111111111,0.0,0.0,,0.0,
572,2014,GO,DEPUTADO FEDERAL,PEN,5,1,4,0,1,0,0,0,0,1,0,0,0.2,0.8,0.0,0.0,,0.2,1.0,0.0,,0.0,
573,2014,GO,DEPUTADO FEDERAL,PSD,5,1,3,2,0,0,0,1,0,0,0,0,0.2,0.6,0.3333333333333333,0.4,0.0,0.0,,0.0,,0.0,
574,2014,GO,DEPUTADO FEDERAL,SD,1,0,1,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,,0.0,,0.0,,0.0,
575,2014,GO,DEPUTADO FEDERAL,PC do B,1,1,0,1,0,0,0,0,1,0,0,0,1.0,0.0,,1.0,1.0,0.0,,0.0,,0.0,
576,2014,GO,DEPUTADO FEDERAL,PTN,1,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,,1.0,0.0,0.0,,0.0,,0.0,
577,2014,GO,DEPUTADO FEDERAL,PSTU,1,0,1,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,,0.0,,0.0,,0.0,
578,2014,GO,DEPUTADO FEDERAL,PPL,1,1,0,0,0,0,1,0,0,0,0,1,1.0,0.0,,0.0,,0.0,,0.0,,1.0,1.0
579,2014,GO,DEPUTADO FEDERAL,PRB,1,0,1,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,,0.0,,0.0,,0.0,
580,2014,GO,DEPUTADO FEDERAL,PROS,4,1,1,3,0,0,0,0,1,0,0,0,0.25,0.25,0.0,0.75,0.3333333333333333,0.0,,0.0,,0.0,
581,2014,GO,DEPUTADO FEDERAL,PR,1,1,0,1,0,0,0,0,1,0,0,0,1.0,0.0,,1.0,1.0,0.0,,0.0,,0.0,
582,2014,GO,DEPUTADO FEDERAL,PMN,1,0,1,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,,0.0,,0.0,,0.0,
583,2014,GO,DEPUTADO FEDERAL,PCB,1,1,0,1,0,0,0,0,1,0,0,0,1.0,0.0,,1.0,1.0,0.0,,0.0,,0.0,
584,2014,GO,DEPUTADO FEDERAL,PDT,1,1,0,1,0,0,0,0,1,0,0,0,1.0,0.0,,1.0,1.0,0.0,,0.0,,0.0,
585,2014,GO,SENADOR,PCB,1,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,,1.0,0.0,0.0,,0.0,,0.0,
586,2014,GO,SENADOR,PSD,1,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,,1.0,0.0,0.0,,0.0,,0.0,
587,2014,GO,SENADOR,PT,1,1,1,0,0,0,0,1,0,0,0,0,1.0,1.0,1.0,0.0,,0.0,,0.0,,0.0,
588,2014,GO,SENADOR,PSB,1,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,,1.0,0.0,0.0,,0.0,,0.0,
589,2014,GO,SENADOR,PSOL,1,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,,1.0,0.0,0.0,,0.0,,0.0,
590,2014,GO,SENADOR,DEM,1,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,,1.0,0.0,0.0,,0.0,,0.0,
591,2014,GO,SENADOR,PSDC,1,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,,1.0,0.0,0.0,,0.0,,0.0,
592,2014,MA,DEPUTADO ESTADUAL,PHS,25,9,1,20,4,0,0,0,8,1,0,0,0.36,0.04,0.0,0.8,0.4,0.16,0.25,0.0,,0.0,
593,2014,MA,DEPUTADO ESTADUAL,PSC,17,4,8,7,2,0,0,2,2,0,0,0,0.23529411764705882,0.47058823529411764,0.25,0.4117647058823529,0.2857142857142857,0.11764705882352941,0.0,0.0,,0.0,
594,2014,MA,DEPUTADO ESTADUAL,PRB,14,5,2,10,2,0,0,1,4,0,0,0,0.35714285714285715,0.14285714285714285,0.5,0.7142857142857143,0.4,0.14285714285714285,0.0,0.0,,0.0,
595,2014,MA,DEPUTADO ESTADUAL,PMDB,25,16,3,19,3,0,0,1,15,0,0,0,0.64,0.12,0.3333333333333333,0.76,0.7894736842105263,0.12,0.0,0.0,,0.0,
596,2014,MA,DEPUTADO ESTADUAL,PPL,27,7,12,10,5,0,0,1,4,2,0,0,0.25925925925925924,0.4444444444444444,0.08333333333333333,0.37037037037037035,0.4,0.18518518518518517,0.4,0.0,,0.0,
597,2014,MA,DEPUTADO ESTADUAL,PTC,40,16,22,13,4,1,0,9,4,3,0,0,0.4,0.55,0.4090909090909091,0.325,0.3076923076923077,0.1,0.75,0.025,0.0,0.0,
598,2014,MA,DEPUTADO ESTADUAL,PEN,19,6,8,10,1,0,0,1,4,1,0,0,0.3157894736842105,0.42105263157894735,0.125,0.5263157894736842,0.4,0.05263157894736842,1.0,0.0,,0.0,
599,2014,MA,DEPUTADO ESTADUAL,PMN,19,6,7,7,5,0,0,3,3,0,0,0,0.3157894736842105,0.3684210526315789,0.42857142857142855,0.3684210526315789,0.42857142857142855,0.2631578947368421,0.0,0.0,,0.0,
600,2014,MA,DEPUTADO ESTADUAL,PRTB,34,10,22,9,3,0,0,7,2,1,0,0,0.29411764705882354,0.6470588235294118,0.3181818181818182,0.2647058823529412,0.2222222222222222,0.08823529411764706,0.3333333333333333,0.0,,0.0,
601,2014,MA,DEPUTADO ESTADUAL,PT,28,9,18,4,6,0,0,7,0,2,0,0,0.32142857142857145,0.6428571428571429,0.3888888888888889,0.14285714285714285,0.0,0.21428571428571427,0.3333333333333333,0.0,,0.0,
602,2014,MA,DEPUTADO ESTADUAL,PSDC,44,16,25,13,6,0,0,10,2,4,0,0,0.36363636363636365,0.5681818181818182,0.4,0.29545454545454547,0.15384615384615385,0.13636363636363635,0.6666666666666666,0.0,,0.0,
603,2014,MA,DEPUTADO ESTADUAL,PSL,52,16,22,20,10,0,0,10,6,0,0,0,0.3076923076923077,0.4230769230769231,0.45454545454545453,0.38461538461538464,0.3,0.19230769230769232,0.0,0.0,,0.0,
604,2014,MA,DEPUTADO ESTADUAL,PSOL,15,5,8,1,6,0,0,1,1,3,0,0,0.3333333333333333,0.5333333333333333,0.125,0.06666666666666667,1.0,0.4,0.5,0.0,,0.0,
605,2014,MA,DEPUTADO ESTADUAL,PDT,23,6,7,11,5,0,0,3,1,2,0,0,0.2608695652173913,0.30434782608695654,0.42857142857142855,0.4782608695652174,0.09090909090909091,0.21739130434782608,0.4,0.0,,0.0,
606,2014,MA,DEPUTADO ESTADUAL,PSB,15,6,8,2,5,0,0,3,1,2,0,0,0.4,0.5333333333333333,0.375,0.13333333333333333,0.5,0.3333333333333333,0.4,0.0,,0.0,
607,2014,MA,DEPUTADO ESTADUAL,PC do B,40,14,15,17,8,0,0,6,5,3,0,0,0.35,0.375,0.4,0.425,0.29411764705882354,0.2,0.375,0.0,,0.0,
608,2014,MA,DEPUTADO ESTADUAL,PSDB,10,3,4,6,0,0,0,2,1,0,0,0,0.3,0.4,0.5,0.6,0.16666666666666666,0.0,,0.0,,0.0,
609,2014,MA,DEPUTADO ESTADUAL,PR,14,3,4,9,1,0,0,1,1,1,0,0,0.21428571428571427,0.2857142857142857,0.25,0.6428571428571429,0.1111111111111111,0.07142857142857142,1.0,0.0,,0.0,
610,2014,MA,DEPUTADO ESTADUAL,PP,23,7,15,4,4,0,0,5,0,2,0,0,0.30434782608695654,0.6521739130434783,0.3333333333333333,0.17391304347826086,0.0,0.17391304347826086,0.5,0.0,,0.0,
611,2014,MA,DEPUTADO ESTADUAL,SD,26,7,12,12,2,0,0,3,4,0,0,0,0.2692307692307692,0.46153846153846156,0.25,0.46153846153846156,0.3333333333333333,0.07692307692307693,0.0,0.0,,0.0,
612,2014,MA,DEPUTADO ESTADUAL,PPS,17,5,10,4,3,0,0,3,1,1,0,0,0.29411764705882354,0.5882352941176471,0.3,0.23529411764705882,0.25,0.17647058823529413,0.3333333333333333,0.0,,0.0,
613,2014,MA,DEPUTADO ESTADUAL,PRP,14,4,5,7,1,1,0,1,1,1,1,0,0.2857142857142857,0.35714285714285715,0.2,0.5,0.14285714285714285,0.07142857142857142,1.0,0.07142857142857142,1.0,0.0,
614,2014,MA,DEPUTADO ESTADUAL,PSD,2,2,1,1,0,0,0,1,1,0,0,0,1.0,0.5,1.0,0.5,1.0,0.0,,0.0,,0.0,
615,2014,MA,DEPUTADO ESTADUAL,PT do B,9,0,4,5,0,0,0,0,0,0,0,0,0.0,0.4444444444444444,0.0,0.5555555555555556,0.0,0.0,,0.0,,0.0,
616,2014,MA,DEPUTADO ESTADUAL,PTB,6,2,2,4,0,0,0,1,1,0,0,0,0.3333333333333333,0.3333333333333333,0.5,0.6666666666666666,0.25,0.0,,0.0,,0.0,
617,2014,MA,DEPUTADO ESTADUAL,PSTU,4,2,3,0,1,0,0,2,0,0,0,0,0.5,0.75,0.6666666666666666,0.0,,0.25,0.0,0.0,,0.0,
618,2014,MA,DEPUTADO ESTADUAL,PV,11,2,4,7,0,0,0,0,2,0,0,0,0.18181818181818182,0.36363636363636365,0.0,0.6363636363636364,0.2857142857142857,0.0,,0.0,,0.0,
619,2014,MA,DEPUTADO ESTADUAL,PTN,4,0,1,3,0,0,0,0,0,0,0,0,0.0,0.25,0.0,0.75,0.0,0.0,,0.0,,0.0,
620,2014,MA,DEPUTADO ESTADUAL,PCB,6,1,3,1,2,0,0,1,0,0,0,0,0.16666666666666666,0.5,0.3333333333333333,0.16666666666666666,0.0,0.3333333333333333,0.0,0.0,,0.0,
621,2014,MA,DEPUTADO ESTADUAL,DEM,3,1,1,2,0,0,0,0,1,0,0,0,0.3333333333333333,0.3333333333333333,0.0,0.6666666666666666,0.5,0.0,,0.0,,0.0,
622,2014,MA,DEPUTADO ESTADUAL,PROS,1,1,0,1,0,0,0,0,1,0,0,0,1.0,0.0,,1.0,1.0,0.0,,0.0,,0.0,
623,2014,MA,DEPUTADO FEDERAL,PTC,21,7,8,10,3,0,0,1,6,0,0,0,0.3333333333333333,0.38095238095238093,0.125,0.47619047619047616,0.6,0.14285714285714285,0.0,0.0,,0.0,
624,2014,MA,DEPUTADO FEDERAL,PMN,9,3,6,2,1,0,0,3,0,0,0,0,0.3333333333333333,0.6666666666666666,0.5,0.2222222222222222,0.0,0.1111111111111111,0.0,0.0,,0.0,
625,2014,MA,DEPUTADO FEDERAL,PT do B,13,4,8,3,2,0,0,3,0,1,0,0,0.3076923076923077,0.6153846153846154,0.375,0.23076923076923078,0.0,0.15384615384615385,0.5,0.0,,0.0,
626,2014,MA,DEPUTADO FEDERAL,PSL,23,7,7,6,10,0,0,2,2,3,0,0,0.30434782608695654,0.30434782608695654,0.2857142857142857,0.2608695652173913,0.3333333333333333,0.43478260869565216,0.3,0.0,,0.0,
627,2014,MA,DEPUTADO FEDERAL,PPL,5,1,1,3,1,0,0,0,1,0,0,0,0.2,0.2,0.0,0.6,0.3333333333333333,0.2,0.0,0.0,,0.0,
628,2014,MA,DEPUTADO FEDERAL,PRB,3,0,0,2,1,0,0,0,0,0,0,0,0.0,0.0,,0.6666666666666666,0.0,0.3333333333333333,0.0,0.0,,0.0,
629,2014,MA,DEPUTADO FEDERAL,PR,6,1,1,5,0,0,0,0,1,0,0,0,0.16666666666666666,0.16666666666666666,0.0,0.8333333333333334,0.2,0.0,,0.0,,0.0,
630,2014,MA,DEPUTADO FEDERAL,PSTU,4,2,0,0,4,0,0,0,0,2,0,0,0.5,0.0,,0.0,,1.0,0.5,0.0,,0.0,
631,2014,MA,DEPUTADO FEDERAL,PSD,6,3,3,1,2,0,0,1,0,2,0,0,0.5,0.5,0.3333333333333333,0.16666666666666666,0.0,0.3333333333333333,1.0,0.0,,0.0,
632,2014,MA,DEPUTADO FEDERAL,PRP,6,2,1,4,1,0,0,1,1,0,0,0,0.3333333333333333,0.16666666666666666,1.0,0.6666666666666666,0.25,0.16666666666666666,0.0,0.0,,0.0,
633,2014,MA,DEPUTADO FEDERAL,PRTB,13,3,4,7,2,0,0,1,2,0,0,0,0.23076923076923078,0.3076923076923077,0.25,0.5384615384615384,0.2857142857142857,0.15384615384615385,0.0,0.0,,0.0,
634,2014,MA,DEPUTADO FEDERAL,PDT,24,12,9,10,5,0,0,3,6,3,0,0,0.5,0.375,0.3333333333333333,0.4166666666666667,0.6,0.20833333333333334,0.6,0.0,,0.0,
635,2014,MA,DEPUTADO FEDERAL,PSB,12,5,5,4,3,0,0,3,1,1,0,0,0.4166666666666667,0.4166666666666667,0.6,0.3333333333333333,0.25,0.25,0.3333333333333333,0.0,,0.0,
636,2014,MA,DEPUTADO FEDERAL,PPS,3,1,1,2,0,0,0,0,1,0,0,0,0.3333333333333333,0.3333333333333333,0.0,0.6666666666666666,0.5,0.0,,0.0,,0.0,
637,2014,MA,DEPUTADO FEDERAL,PC do B,11,4,3,5,3,0,0,2,0,2,0,0,0.36363636363636365,0.2727272727272727,0.6666666666666666,0.45454545454545453,0.0,0.2727272727272727,0.6666666666666666,0.0,,0.0,
638,2014,MA,DEPUTADO FEDERAL,PCB,5,1,2,2,1,0,0,1,0,0,0,0,0.2,0.4,0.5,0.4,0.0,0.2,0.0,0.0,,0.0,
639,2014,MA,DEPUTADO FEDERAL,PMDB,12,5,3,8,1,0,0,1,4,0,0,0,0.4166666666666667,0.25,0.3333333333333333,0.6666666666666666,0.5,0.08333333333333333,0.0,0.0,,0.0,
640,2014,MA,DEPUTADO FEDERAL,PTB,10,3,4,6,0,0,0,0,3,0,0,0,0.3,0.4,0.0,0.6,0.5,0.0,,0.0,,0.0,
641,2014,MA,DEPUTADO FEDERAL,PSDB,4,2,0,4,0,0,0,0,2,0,0,0,0.5,0.0,,1.0,0.5,0.0,,0.0,,0.0,
642,2014,MA,DEPUTADO FEDERAL,PSC,4,2,3,1,0,0,0,1,1,0,0,0,0.5,0.75,0.3333333333333333,0.25,1.0,0.0,,0.0,,0.0,
643,2014,MA,DEPUTADO FEDERAL,PEN,13,4,7,6,0,0,0,1,3,0,0,0,0.3076923076923077,0.5384615384615384,0.14285714285714285,0.46153846153846156,0.5,0.0,,0.0,,0.0,
644,2014,MA,DEPUTADO FEDERAL,PT,27,8,8,8,11,0,0,2,2,4,0,0,0.2962962962962963,0.2962962962962963,0.25,0.2962962962962963,0.25,0.4074074074074074,0.36363636363636365,0.0,,0.0,
645,2014,MA,DEPUTADO FEDERAL,PV,4,1,2,2,0,0,0,0,1,0,0,0,0.25,0.5,0.0,0.5,0.5,0.0,,0.0,,0.0,
646,2014,MA,DEPUTADO FEDERAL,PSDC,12,3,4,7,1,0,0,2,1,0,0,0,0.25,0.3333333333333333,0.5,0.5833333333333334,0.14285714285714285,0.08333333333333333,0.0,0.0,,0.0,
647,2014,MA,DEPUTADO FEDERAL,PSOL,5,2,4,1,0,0,0,1,1,0,0,0,0.4,0.8,0.25,0.2,1.0,0.0,,0.0,,0.0,
648,2014,MA,DEPUTADO FEDERAL,PP,6,1,5,0,1,0,0,1,0,0,0,0,0.16666666666666666,0.8333333333333334,0.2,0.0,,0.16666666666666666,0.0,0.0,,0.0,
649,2014,MA,DEPUTADO FEDERAL,SD,3,1,1,1,1,0,0,1,0,0,0,0,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,,0.0,
